,0
2590,5
2591,3
2592,3
2593,7
2594,3
2595,7
2596,4
2597,2
2598,6
2599,2
2600,7
2601,3
2602,5
2603,1
2604,3
2605,6
2606,7
2607,7
2608,6
2609,7
2610,3
2611,3
2612,1
2613,2
2614,3
2615,3
2616,3
2617,6
2618,5
2619,7
2620,0
2621,5
2622,7
2623,7
2624,3
2625,3
2626,1
2627,1
2628,0
2629,6
2630,5
2631,7
2632,6
2633,7
2634,7
2635,3
2636,4
2637,3
2638,5
2639,3
2640,5
2641,0
2642,3
2643,6
2644,3
2645,7
2646,2
2647,0
2648,6
2649,3
2650,2
2651,6
2652,3
2653,6
2654,7
2655,1
2656,3
2657,3
2658,2
2659,6
2660,3
2661,6
2662,7
2663,3
2664,3
2665,1
2666,6
2667,7
2668,7
2669,3
2670,1
2671,6
2672,6
2673,6
2674,3
2675,5
2676,3
2677,6
2678,7
2679,5
2680,3
2681,4
2682,2
2683,2
2684,6
2685,3
2686,6
2687,3
2688,6
2689,3
2690,7
2691,6
2692,5
2693,3
2694,2
2695,6
2696,3
2697,2
2698,3
2699,1
2700,3
2701,1
2702,2
2703,6
2704,0
2705,4
2706,4
2707,4
2708,6
2709,6
2710,7
2711,7
2712,7
2713,6
2714,0
2715,3
2716,1
2717,7
2718,3
2719,3
2720,0
2721,7
2722,5
2723,7
2724,3
2725,6
2726,4
2727,7
2728,3
2729,1
2730,2
2731,3
2732,7
2733,0
2734,7
2735,7
2736,4
2737,6
2738,6
2739,7
2740,6
2741,7
2742,1
2743,3
2744,1
2745,7
2746,0
2747,0
2748,7
2749,0
2750,7
2751,5
2752,6
2753,6
2754,6
2755,3
2756,4
2757,3
2758,2
2759,0
2760,6
2761,2
2762,7
2763,2
2764,3
2765,4
2766,3
2767,3
2768,7
2769,1
2770,6
2771,6
2772,3
2773,6
2774,2
2775,5
2776,3
2777,2
2778,6
2779,7
2780,3
2781,3
2782,6
2783,7
2784,2
2785,2
2786,6
2787,2
2788,7
2789,1
2790,3
2791,3
2792,3
2793,5
2794,0
2795,4
2796,3
2797,6
2798,6
2799,3
2800,7
2801,1
2802,3
2803,4
2804,3
2805,3
2806,3
2807,7
2808,3
2809,6
2810,0
2811,2
2812,3
2813,0
2814,0
2815,3
2816,7
2817,6
2818,7
2819,6
2820,3
2821,6
2822,2
2823,5
2824,2
2825,3
2826,3
2827,3
2828,2
2829,3
2830,5
2831,7
2832,7
2833,3
2834,3
2835,0
2836,3
2837,6
2838,3
2839,0
2840,3
2841,1
2842,7
2843,5
2844,3
2845,1
2846,3
2847,4
2848,2
2849,4
2850,2
2851,7
2852,7
2853,6
2854,7
2855,3
2856,5
2857,7
2858,7
2859,3
2860,3
2861,1
2862,2
2863,2
2864,3
2865,1
2866,4
2867,7
2868,3
2869,1
2870,5
2871,6
2872,5
2873,6
2874,3
2875,0
2876,3
2877,6
2878,2
2879,6
2880,5
2881,3
2882,3
2883,3
2884,6
2885,3
2886,3
2887,6
2888,7
2889,6
2890,3
2891,5
2892,6
2893,0
2894,6
2895,1
2896,3
2897,6
2898,6
2899,6
2900,6
2901,5
2902,2
2903,6
2904,0
2905,7
2906,2
2907,0
2908,5
2909,0
2910,0
2911,5
2912,6
2913,6
2914,5
2915,6
2916,1
2917,2
2918,6
2919,4
2920,0
2921,4
2922,2
2923,6
2924,6
2925,7
2926,2
2927,5
2928,6
2929,2
2930,2
2931,3
2932,3
2933,3
2934,2
2935,1
2936,0
2937,6
2938,3
2939,3
2940,7
2941,6
2942,6
2943,7
2944,1
2945,3
2946,2
2947,3
2948,3
2949,2
2950,5
2951,3
2952,7
2953,3
2954,2
2955,4
2956,3
2957,6
2958,5
2959,3
2960,7
2961,2
2962,1
2963,2
2964,2
2965,2
2966,4
2967,6
2968,6
2969,6
2970,2
2971,3
2972,1
2973,1
2974,6
2975,1
2976,3
2977,3
2978,1
2979,6
2980,7
2981,7
2982,3
2983,4
2984,3
2985,3
