num,id,ingredients
81,Chicken-Sausage-Jambalaya-2197838,"['chicken sausage', 'olive oil', 'white onion', 'green bell pepper', 'garlic cloves', 'chicken stock', 'worcestershire sauce', 'salt', 'pepper', 'cajun seasoning', 'rice']"
82,Cajun-Bourbon-Chicken-1551816,"['boneless skinless chicken breasts', 'creole seasoning', 'onion powder', 'garlic powder', 'chili powder', 'black pepper', 'sesame oil', 'soy sauce', 'sriracha sauce', 'garlic chili sauce', 'olive oil', 'corn starch', 'bourbon whiskey', 'chicken broth', 'honey', 'ginger', 'green onions', 'rice']"
83,Cajun-Mahi-Mahi-2015983,"['filet', 'olive oil', 'cajun seasoning', 'salt', 'pepper']"
84,Cajun-Chicken-Stew-Epicurious,"['vegetable oil', 'chicken', 'salt', 'all-purpose flour', 'onions', 'green bell pepper', 'celery ribs', 'water', 'cayenne', 'scallion greens']"
85,Chicken-and-Andouille-Etouffee-900774,"['canola oil', 'flour', 'celery', 'yellow onion', 'green bell pepper', 'kosher salt', 'cayenne pepper', 'ground black pepper', 'ground white pepper', 'dried basil', 'dried thyme', 'chicken stock', 'unsalted butter', 'boneless skinless chicken thighs', 'andouille sausage', 'scallions', 'cooked white rice']"
86,Slow-Cooker-Sausage-Jambalaya-1040412,"['tomatoes', 'onions', 'green bell pepper', 'celery', 'chicken broth', 'parsley', 'cajun seasoning', 'dried thyme', 'sausage links']"
87,Creole-Shrimp-1185501,"['unsalted butter', 'yellow onion', 'green bell pepper', 'celery', 'garlic', 'salt', 'tomato sauce', 'diced tomatoes', 'worcestershire sauce', 'cayenne pepper', 'bay leaf', 'shrimp', 'hot sauce', 'pepper', 'sugar', 'green onions']"
88,Cajun-Blackened-Salmon-1624836,"['paprika', 'salt', 'onion powder', 'garlic powder', 'cayenne pepper', 'black pepper', 'thyme', 'oregano', 'sage', 'salmon fillets', 'butter']"
89,Cajun-Shrimp-and-Rice-1760423,"['butter', 'olive oil', 'garlic', 'cajun seasoning', 'large shrimp', 'salt', 'pepper', 'roma tomatoes', 'green onions', 'cooked white rice', 'water', 'fresh parsley', 'lemon wedges']"
90,Red-Beans-and-Rice-2245631,"['red kidney beans', 'cold water', 'canola oil', 'andouille sausage', 'chopped onion', 'chopped celery', 'chopped green bell pepper', 'garlic', 'low sodium chicken broth', 'smoked ham hocks', 'bay leaves', 'creole seasoning', 'dried thyme', 'ground black pepper', 'cooked white rice', 'green onions']"
91,Cajun-Chicken-Pasta-995571,"['penne pasta', 'butter', 'boneless skinless chicken breasts', 'cajun seasoning', 'heavy whipping cream', 'Sargento® Artisan Blends® Shredded Parmesan Cheese', 'chopped parsley']"
92,New-Orleans-Shrimp-Creole-1065134,"['olive oil', 'onions', 'celery ribs', 'bell pepper', 'garlic cloves', 'diced tomatoes', 'crushed tomatoes', 'salt free seasoning', 'bay leaves', 'sugar', 'salt', 'pepper', 'vegetable stock', 'shrimp', 'flour']"
93,CAJUN-CABBAGE-JAMBALAYA-2221442,"['pork sausages', 'smoked sausage', 'onions', 'green pepper', 'celery', 'garlic', 'diced tomatoes', 'chicken broth', 'cabbage', 'salt', 'black pepper', 'cajun seasoning', 'long-grain rice']"
94,Easy-Red-Beans-and-Rice-481240,"['onions', 'green pepper', 'celery', 'garlic', 'red beans', 'roasted tomatoes', 'thyme', 'oregano', 'smoked paprika', 'salt', 'freshly ground black pepper', 'cayenne pepper', 'hot sauce', 'cooked brown rice']"
95,Shrimp-and-Andouille-Gumbo-2350020,"['large shrimp', 'cajun seasoning', 'sunflower oil', 'chicken sausage', 'all-purpose flour', 'onions', 'bell pepper', 'garlic', 'low sodium chicken broth', 'paprika', 'carrots', 'oregano', 'basil', 'thyme leaves', 'kosher salt', 'freshly ground black pepper']"
96,Shrimp-Etouffee-2214910,"['unsalted butter', 'onions', 'celery', 'bell pepper', 'garlic', 'flour', 'clam juice', 'tomatoes', 'bay leaf', 'creole seasoning', 'ground black pepper', 'salt', 'shrimp', 'rice', 'fresh parsley', 'onion tops']"
97,Healthy-Jambalaya-1317545,"['shrimp', 'andouille sausage', 'chicken breasts', 'yellow onion', 'garlic cloves', 'celery', 'red bell pepper', 'green pepper', 'diced tomatoes', 'fat-free chicken broth', 'cajun seasoning', 'thyme', 'worcestershire sauce', 'brown rice', 'olive oil', 'salt', 'pepper']"
98,Slow-Cooker-Chicken-Jambalaya-1110016,"['boneless skinless chicken thighs', 'frozen peppers and onions', 'diced tomatoes', 'Zatarain’s Jambalaya Mix', 'large shrimp']"
99,Blackened-Cod-996960,"['fresh cod', 'creole seasoning', 'clarified butter', 'lemon wedges', 'paprika', 'dried oregano', 'dried thyme', 'garlic powder', 'onion powder', 'salt', 'black pepper', 'cayenne pepper']"
100,Creole-Barbecue-Shrimp-1242479,"['Crisco Pure Vegetable Oil', 'chopped onion', 'chopped garlic', 'salt', 'ketchup', 'firmly packed brown sugar', 'worcestershire sauce', 'creole seasoning', 'water', 'jumbo shrimp', 'lemon']"
101,Cajun-Mac-_-Cheese-1971295,"['andouille sausage', 'red bell pepper', 'chopped green bell pepper', 'flour', 'cajun seasoning', 'whole milk', 'shredded American cheese', 'shredded mild cheddar cheese', 'elbow macaroni']"
102,Mr_-B_s-Barbecued-Shrimp-442062,"['unsalted butter', 'garlic', 'Crystal Hot Sauce', 'worcestershire sauce', 'fresh lemon juice', 'creole seasoning', 'ground black pepper', 'large shrimp', 'kosher salt', 'french bread']"
103,Smoked-Sausage-Cajun-Dirty-Brown-Rice-514779,"[""Uncle Ben's Ready Rice Whole Grain Brown Rice"", 'Johnsonville Smoked Sausage', 'vegetable oil', 'onions', 'green bell pepper', 'celery', 'cajun seasoning', 'garlic', 'hot pepper sauce', 'green onions']"
104,Creole-Rice-Skillet-with-Andouille-Sausage-1557854,"['grass-fed butter', 'onions', 'bell pepper', 'cooked rice', 'andouille sausage links', 'red kidney beans', 'salt', 'black pepper', 'onion powder', 'garlic powder', 'paprika', 'red pepper flakes', 'oregano', 'thyme']"
105,Seafood-Gumbo-747348,"['blue crabs', 'canola oil', 'flour', 'garlic', 'celery', 'yellow onion', 'green bell pepper', 'seafood stock', 'worcestershire sauce', 'cayenne', 'bay leaves', 'kosher salt', 'ground black pepper', 'medium shrimp', 'lump crab meat', 'parsley', 'fresh lemon juice', 'scallions', 'cooked white rice']"
106,Creole-Jambalaya-1775729,"['medium shrimp', 'skinless chicken breasts', 'creole seasoning', 'olive oil', 'chopped onion', 'chopped green bell pepper', 'chopped celery', 'chopped garlic', 'chopped tomatoes', 'bay leaves', 'worcestershire sauce', 'hot sauce', 'rice', 'chicken stock', 'chorizo sausage', 'salt', 'pepper']"
107,Cajun-Spiced-Grilled-Chicken-1239314,"['olive oil', 'cajun seasoning', 'italian seasoning', 'garlic powder', 'lemon', 'black pepper', 'chicken breasts']"
108,Red-Beans-_-Rice-1123642,"['red beans', 'onions', 'meat bones', 'cracked black pepper', 'kosher salt', 'minute rice']"
109,Cajun-Grilled-Salmon-2344866,"['salmon fillets', 'sea salt', 'paprika', 'black pepper', 'garlic powder', 'onion powder', 'dried oregano', 'dried thyme', 'cayenne']"
110,Cajun-jambalaya-300162,"['boneless skinless chicken breasts', 'large shrimp', 'andouille sausage', 'vegetable oil', 'green bell pepper, sliced', 'Knorr® Fiesta Sides Spanish Rice', 'water', 'garlic']"
