num,id,ingredients
93,Feta-_-Spinach-Stuffed-Chicken-Breast-1013288,"['boneless skinless chicken breasts', 'fresh spinach', 'feta cheese crumbles', 'sun-dried tomatoes', 'chicken']"
94,Chicken-alfredo-with-plum-tomatoes-298775,"['Bertolli® Classico Olive Oil', 'boneless skinless chicken breast halves', 'tomatoes', 'dry white wine', 'Bertolli® Alfredo Sauce', 'fresh basil leaves']"
95,Weeknight-Bolognese-with-Fettuccine-2147957,"['olive oil', 'ground beef', 'white button mushrooms', 'carrots', 'garlic', 'dried oregano', 'dried basil', 'red pepper flakes', 'tomato paste', 'dry red wine', 'San Marzano tomatoes', 'kosher salt', 'ground black pepper', 'fettuccine pasta', 'ground nutmeg', 'heavy cream', 'grated parmesan cheese']"
96,Italian-Quinoa-2043079,"['whole peeled tomatoes', 'garlic', 'olive oil', 'sausages', 'cooked quinoa', 'baby spinach', 'grated parmesan cheese']"
97,Creamy-Goat-Cheese-Risotto-I-Adore-Food_-288953,"['shallots', 'red pepper', 'mushrooms', 'garlic cloves', 'baby spinach', 'sun-dried tomatoes', 'white wine', 'chicken broth', 'risotto', 'diced tomatoes', 'goat cheese', 'grated parmesan cheese', 'butter']"
98,Spaghetti-Pasta-Carbonara-1532554,"['olive oil', 'pancetta', 'garlic cloves', 'eggs', 'grated parmesan cheese', 'pasta', 'salt', 'black pepper']"
99,Super-Veggie-Lasagna-2377979,"['carrots', 'zucchini', 'frozen spinach', 'bell pepper', 'fresh tomatoes', 'tomato sauce', 'oregano', 'dried basil', 'onion powder', 'garlic powder', 'sea salt', 'brown mushroom', 'whole wheat lasagna noodles', 'grated parmesan cheese', 'shredded mozzarella cheese', 'fresh basil']"
100,Ligurian-Pasta-Trenette-The-Shiksa-Blog-46276,"['red potato', 'green beans', 'linguini', 'pesto sauce', 'extra-virgin olive oil', 'vegan parmesan cheese']"
101,Mushroom-arugula-pizza-334288,"['pizza doughs', 'fresh mozzarella', 'mushrooms', 'arugula']"
102,Pappardelle-with-Amazing-Slow-Cooked-Meat-2302507,"['meat', 'extra-virgin olive oil', 'fresh rosemary', 'red onion', 'garlic cloves', 'carrots', 'celery sticks', 'Chianti', 'plum tomatoes', 'pearl barley', 'ground black pepper', 'salt', 'dried pappardelle', 'unsalted butter', 'grated parmesan cheese']"
103,Pasta-Puttanesca-The-Pioneer-Woman-203466,"['bucatini', 'olive oil', 'red onion', 'grape tomatoes', 'chicken broth', 'garlic', 'anchovy filets', 'olives', 'basil leaves', 'parmesan cheese']"
104,Skinny-Bruschetta-Chicken-966952,"['chicken breasts', 'tomatoes', 'garlic', 'red onion', 'olive oil', 'balsamic vinegar', 'sea salt', 'basil']"
105,Spinach-Avocado-Pasta-1000834,"['pasta', 'spinach', 'avocado', 'garlic', 'olive oil', 'pepper', 'lemon juice']"
106,Chicken-florentine-bowtie-pasta-334939,"['extra-virgin olive oil', 'white onion', 'minced garlic', 'baby spinach leaves', 'chicken breasts', 'kosher salt', 'ground black pepper', 'Philadelphia Cooking Creme', 'bow-tie pasta', 'shredded mozzarella cheese']"
107,Knorr-roasters-garlic-parmesan-chicken-with-italian-herb_-onions-_-peppers-297411,"['boneless skinless chicken breasts', 'yellow onion', 'green bell pepper', 'poultry seasoning']"
108,Easy-Everyday-Pizza-Dough-1010067,"['warm water', 'all-purpose flour', 'quick yeast', 'sugar', 'salt', 'oil']"
109,Succulent-chicken-parmesan-303792,"['fine dry Italian seasoned breadcrumbs', 'boneless skinless chicken breast halves', ""Hellmann's® or Best Foods® Mayonnaise"", 'grated parmesan cheese', 'ragu old world style tradit pasta sauc', 'shredded mozzarella cheese']"
110,Pasta-Cacio-E-Pepe-Epicurious,"['penne', 'extra-virgin olive oil', 'arugula', 'pecorino romano cheese', 'ground black pepper']"
111,Parmesan-Chicken-with-Garlic-and-Herbs-571591,"['boneless skinless chicken breasts', 'crushed garlic', 'extra-virgin olive oil', 'poultry seasoning', 'panko breadcrumbs', 'grated parmesan cheese']"
112,Chicken-marsala-308545,"['boneless skinless chicken breasts', 'wondra flour', 'canola oil', 'unsalted butter', 'ground black pepper', 'kosher salt', 'crimini mushrooms', 'marsala wine', 'beef stock', 'tapioca flour']"
113,Classic-Lasagna-1327166,"['ricotta cheese', 'shredded mozzarella cheese', 'grated parmesan cheese', 'eggs', 'ground beef', 'italian sauce', 'lasagna noodles, cooked and drained']"
114,Baked-Caprese-Ravioli-1331452,"['olive oil', 'garlic', 'crushed tomatoes', 'red pepper flakes', 'salt', 'fresh basil', 'ravioli', 'fresh mozzarella', 'grated parmesan romano']"
115,Easy-italian-baked-chicken-350989,"['grated parmesan cheese', 'Good Seasons Italian Dressing Mix', 'garlic powder', 'boneless skinless chicken breasts']"
116,Extra-Easy-Lasagna-1308277,"['lean ground beef', 'tomato basil sauce', 'lasagna noodles', 'ricotta cheese', 'shredded mozzarella cheese', 'hot water']"
117,Best-Basic-Pizza-Dough-1183701,"['active dry yeast', 'sugar', 'olive oil', 'kosher salt', 'all-purpose flour', 'warm water']"
118,One-Pot-Gnocchi-with-Spinach-and-Chicken-1108802,"['salted butter', 'all-purpose flour', 'whole milk', 'regular chicken broth', 'nutmeg', 'garlic', 'ground black pepper', 'kosher salt', 'sliced mushrooms', 'rotisserie chicken', 'potato gnocchi', 'baby spinach leaves', 'grated parmesan cheese']"
119,Salmon-with-creamy-alfredo-sauce-299142,"['salmon fillets', 'Bertolli® Alfredo Sauce', 'green peas', 'spaghetti, cook and drain', 'Bertolli® Classico Olive Oil', 'sweet onion', 'lemon juice']"
120,Bertolli-creamy-fettuccine-primavera-303789,"['assorted fresh vegetables', 'chopped garlic', 'Bertolli® Alfredo Sauce', 'fettucine']"
121,Whole-wheat-pasta-with-arugula_-gorgonzola_-and-walnuts-333899,"['whole wheat pasta', 'arugula', 'olive oil', 'garlic cloves', 'gorgonzola', 'walnuts']"
122,Spinach-and-Ricotta-Lazy-Lasagna-580112,"['pasta', 'oil', 'olive oil', 'garlic cloves', 'baby spinach', 'ricotta', 'eggs', 'nutmeg', 'freshly ground pepper', 'salt', 'parmesan cheese', 'tomatoes', 'mozzarella cheese']"
123,Carbonara-1752271,"['pancetta', 'garlic cloves', 'virgin olive oil', 'dry white wine', 'large eggs', 'grated romano cheese', 'parmigiano', 'freshly ground black pepper', 'leaf parsley', 'spaghetti']"
124,Spaghetti-with-lemony-anchovy-sauce-334312,"['pasta', 'butter', 'anchovy fillets', 'ground black pepper', 'grated parmesan cheese', 'lemon', 'fresh basil']"
125,Creamy-Garlic-Pasta-992572,"['olive oil', 'garlic', 'butter', 'salt', 'pepper', 'chicken broth', 'spaghetti', 'grated parmesan cheese', 'heavy cream', 'dried parsley']"
126,Herbed-panko-chicken-308040,"['boneless skinless chicken breasts', 'mayonnaise', 'fresh lemon juice', 'worcestershire sauce', 'panko breadcrumbs', 'freshly grated parmesan', 'parsley', 'olive oil', 'ground black pepper', 'kosher salt']"
127,Penne-puttanesca-298141,"['crushed red pepper flakes', 'anchovies', 'pitted kalamata olives', 'finely chopped fresh parsley', 'capers', 'penne pasta']"
128,Deconstructed-Meatball-Sandwich-Casserole-Is-a-Winner-2064141,"['ground beef', 'large eggs', 'seasoned bread crumbs', 'sweet onion', 'fresh parmesan cheese', 'flat leaf parsley', 'heavy cream', 'tomato paste', 'dried oregano', 'dried basil', 'garlic powder', 'salt', 'ground black pepper', 'virgin olive oil', 'garlic', 'tomato sauce', 'water', 'Italian bread', 'mayonnaise', 'onion powder', 'roma tomatoes', 'red pepper', 'mozzarella cheese', 'Italian cheese blend', 'parmesan cheese']"
129,Easy-Chicken-Cacciatore-CBC-Best-Recipes-Ever-575290,"['boneless skinless chicken thighs', 'all-purpose flour', 'salt', 'pepper', 'vegetable oil', 'onions', 'garlic', 'green pepper', 'italian seasoning', 'diced tomatoes', 'chicken stock', 'tomato paste', 'fresh parsley']"
